================================================================
BIO-REACTOR LSTM MODEL PERFORMANCE REPORT
================================================================

STATE VARIABLE       | MSE (Mean Sq. Error) | MAE (Mean Abs. Error) | R2 Score  
1.1685     | 0.000000        | 0.000000        | 0.000000       
1.1765     | 0.000000        | 0.000000        | 0.000000       
1.1845     | 0.000000        | 0.000000        | 0.000000       
1.1925     | 0.000000        | 0.000000        | 0.000000       
1.2005     | 0.000000        | 0.000000        | 0.000000       
1.2085     | 0.000000        | 0.000000        | 0.000000       
1.2165     | 0.000000        | 0.000000        | 0.000000       
1.2245     | 0.000000        | 0.000000        | 0.000000       
1.2325     | 0.000000        | 0.000000        | 0.000000       
1.2405     | 0.000000        | 0.000000        | 0.000000       
1.2485     | 0.000000        | 0.000000        | 0.000000       
1.2565     | 0.000000        | 0.000000        | 0.000000       
1.2645     | 0.000000        | 0.000000        | 0.000000       
1.2725     | 0.000000        | 0.000000        | 0.000000       
1.2805     | 0.000000        | 0.000000        | 0.000000       
1.2885     | 0.000000        | 0.000000        | 0.000000       
1.2965     | 0.000000        | 0.000000        | 0.000000       
1.3045     | 0.000000        | 0.000000        | 0.000000       
1.3125     | 0.000000        | 0.000000        | 0.000000       
1.3205     | 0.000000        | 0.000000        | 0.000000       
1.3285     | 0.000000        | 0.000000        | 0.000000       
1.3365     | 0.000000        | 0.000000        | 0.000000       
1.3445     | 0.000000        | 0.000000        | 0.000000       
1.3525     | 0.000000        | 0.000000        | 0.000000       
1.3605     | 0.000000        | 0.000000        | 0.000000       
1.3685     | 0.000000        | 0.000000        | 0.000000       
1.3766     | 0.000000        | 0.000000        | 0.000000       
1.3846     | 0.000000        | 0.000000        | 0.000000       
1.3926     | 0.000000        | 0.000001        | 0.000001       
1.4006     | 0.000000        | 0.000004        | 0.000004       
1.4086     | 0.000000        | 0.000007        | 0.000007       
1.4166     | 0.000000        | 0.000010        | 0.000010       
1.4246     | 0.000000        | 0.000013        | 0.000013       
1.4326     | 0.000000        | 0.000015        | 0.000015       
1.4406     | 0.000000        | 0.000017        | 0.000017       
1.4486     | 0.000000        | 0.000019        | 0.000019       
1.4566     | 0.000000        | 0.000020        | 0.000020       
1.4646     | 0.000000        | 0.000021        | 0.000021       
1.4726     | 0.000000        | 0.000022        | 0.000022       
1.4806     | 0.000000        | 0.000023        | 0.000023       
1.4886     | 0.000000        | 0.000023        | 0.000023       
1.4966     | 0.000000        | 0.000023        | 0.000023       
1.5046     | 0.000000        | 0.000022        | 0.000022       
1.5126     | 0.000000        | 0.000022        | 0.000022       
1.5206     | 0.000000        | 0.000021        | 0.000021       
1.5286     | 0.000000        | 0.000020        | 0.000020       
1.5366     | 0.000000        | 0.000019        | 0.000019       
1.5446     | 0.000000        | 0.000017        | 0.000017       
1.5526     | 0.000000        | 0.000015        | 0.000015       
1.5606     | 0.000000        | 0.000013        | 0.000013       
1.5686     | 0.000000        | 0.000011        | 0.000011       
1.5766     | 0.000000        | 0.000008        | 0.000008       
1.5846     | 0.000000        | 0.000006        | 0.000006       
1.5926     | 0.000000        | 0.000003        | 0.000003       
1.6006     | 0.000000        | 0.000000        | 0.000000       
1.6086     | 0.000000        | 0.000000        | 0.000000       
1.6166     | 0.000000        | 0.000000        | 0.000000       
1.6246     | 0.000000        | 0.000000        | 0.000000       
1.6327     | 0.000000        | 0.000000        | 0.000000       
1.6407     | 0.000000        | 0.000000        | 0.000000       
1.6487     | 0.000000        | 0.000000        | 0.000000       
1.6567     | 0.000000        | 0.000000        | 0.000000       
1.6647     | 0.000000        | 0.000000        | 0.000000       
1.6727     | 0.000000        | 0.000000        | 0.000000       
1.6807     | 0.000000        | 0.000000        | 0.000000       
1.6887     | 0.000000        | 0.000000        | 0.000000       
1.6967     | 0.000000        | 0.000000        | 0.000000       
1.7047     | 0.000000        | 0.000000        | 0.000000       
1.7127     | 0.000000        | 0.000000        | 0.000000       
1.7207     | 0.000000        | 0.000000        | 0.000000       
1.7287     | 0.000000        | 0.000000        | 0.000000       
1.7367     | 0.000000        | 0.000000        | 0.000000       
1.7447     | 0.000000        | 0.000000        | 0.000000       
1.7527     | 0.000000        | 0.000000        | 0.000000       
1.7607     | 0.000000        | 0.000000        | 0.000000       
1.7687     | 0.000000        | 0.000000        | 0.000000       
1.7767     | 0.000000        | 0.000000        | 0.000000       
1.7847     | 0.000000        | 0.000000        | 0.000000       
1.7927     | 0.000000        | 0.000000        | 0.000000       
1.8007     | 0.000000        | 0.000000        | 0.000000       
1.8087     | 0.000000        | 0.000000        | 0.000000       
1.8167     | 0.000000        | 0.000000        | 0.000000       
1.8247     | 0.000000        | 0.000000        | 0.000000       
1.8327     | 0.000000        | 0.000000        | 0.000000       
1.8407     | 0.000000        | 0.000000        | 0.000000       
1.8487     | 0.000000        | 0.000000        | 0.000000       
1.8567     | 0.000000        | 0.000000        | 0.000000       
1.8647     | 0.000000        | 0.000000        | 0.000000       
1.8727     | 0.000000        | 0.000000        | 0.000000       
1.8808     | 0.000000        | 0.000000        | 0.000000       
1.8888     | 0.000000        | 0.000000        | 0.000000       
1.8968     | 0.000000        | 0.000005        | 0.000005       
1.9048     | 0.000000        | 0.000012        | 0.000012       
1.9128     | 0.000000        | 0.000018        | 0.000018       
1.9208     | 0.000000        | 0.000025        | 0.000025       
1.9288     | 0.000000        | 0.000033        | 0.000033       
1.9368     | 0.000000        | 0.000041        | 0.000041       
1.9448     | 0.000000        | 0.000048        | 0.000048       
1.9528     | 0.000000        | 0.000056        | 0.000056       
1.9608     | 0.000000        | 0.000065        | 0.000065       
1.9688     | 0.000000        | 0.000073        | 0.000073       
1.9768     | 0.000000        | 0.000081        | 0.000081       
1.9848     | 0.000000        | 0.000090        | 0.000090       
1.9928     | 0.000000        | 0.000098        | 0.000098       

--- STATE: S_tot ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.282602        | 0.281377        | 0.001226       
0.4082     | 0.282865        | 0.282298        | 0.000567       
0.4162     | 0.283128        | 0.283055        | 0.000072       
0.4242     | 0.283390        | 0.283671        | 0.000281       
0.4322     | 0.283651        | 0.284168        | 0.000517       
0.4402     | 0.283911        | 0.284570        | 0.000659       
0.4482     | 0.284170        | 0.284897        | 0.000727       
0.4562     | 0.284428        | 0.285166        | 0.000737       
0.4642     | 0.284684        | 0.285391        | 0.000706       
0.4722     | 0.284951        | 0.285585        | 0.000634       
0.4802     | 0.285220        | 0.285758        | 0.000538       
0.4882     | 0.285490        | 0.285917        | 0.000428       
0.4962     | 0.285760        | 0.286070        | 0.000310       
0.5042     | 0.286031        | 0.286222        | 0.000191       
0.5122     | 0.286302        | 0.286376        | 0.000073       
0.5202     | 0.286574        | 0.286535        | 0.000039       
0.5282     | 0.286846        | 0.286701        | 0.000145       
0.5362     | 0.287118        | 0.286877        | 0.000242       
0.5442     | 0.287391        | 0.287062        | 0.000328       
0.5522     | 0.287663        | 0.287259        | 0.000404       
0.5602     | 0.287936        | 0.287466        | 0.000469       
0.5682     | 0.288208        | 0.287685        | 0.000523       
0.5762     | 0.288481        | 0.287916        | 0.000565       
0.5842     | 0.288753        | 0.288157        | 0.000596       
0.5922     | 0.289026        | 0.288409        | 0.000617       
0.6002     | 0.289306        | 0.288671        | 0.000635       
0.6082     | 0.289587        | 0.288943        | 0.000643       
0.6162     | 0.289869        | 0.289224        | 0.000644       
0.6242     | 0.290152        | 0.289514        | 0.000638       
0.6323     | 0.290437        | 0.289813        | 0.000624       
0.6403     | 0.290722        | 0.290118        | 0.000604       
0.6483     | 0.291010        | 0.290430        | 0.000579       
0.6563     | 0.291298        | 0.290749        | 0.000549       
0.6643     | 0.291588        | 0.291074        | 0.000514       
0.6723     | 0.291879        | 0.291404        | 0.000475       
0.6803     | 0.292171        | 0.291738        | 0.000433       
0.6883     | 0.292465        | 0.292077        | 0.000388       
0.6963     | 0.292760        | 0.292420        | 0.000341       
0.7043     | 0.293057        | 0.292766        | 0.000291       
0.7123     | 0.293355        | 0.293115        | 0.000241       
0.7203     | 0.293655        | 0.293466        | 0.000189       
0.7283     | 0.293956        | 0.293819        | 0.000137       
0.7363     | 0.294258        | 0.294173        | 0.000084       
0.7443     | 0.294561        | 0.294529        | 0.000032       
0.7523     | 0.294866        | 0.294886        | 0.000020       
0.7603     | 0.295173        | 0.295243        | 0.000070       
0.7683     | 0.295481        | 0.295600        | 0.000120       
0.7763     | 0.295790        | 0.295957        | 0.000167       
0.7843     | 0.296101        | 0.296314        | 0.000213       
0.7923     | 0.296414        | 0.296671        | 0.000257       
0.8003     | 0.296728        | 0.297026        | 0.000298       
0.8083     | 0.297044        | 0.297381        | 0.000337       
0.8163     | 0.297361        | 0.297734        | 0.000373       
0.8243     | 0.297680        | 0.298086        | 0.000406       
0.8323     | 0.298001        | 0.298437        | 0.000436       
0.8403     | 0.298324        | 0.298786        | 0.000463       
0.8483     | 0.298647        | 0.299133        | 0.000486       
0.8563     | 0.298972        | 0.299479        | 0.000506       
0.8643     | 0.299299        | 0.299822        | 0.000523       
0.8723     | 0.299627        | 0.300162        | 0.000535       
0.8804     | 0.299957        | 0.300501        | 0.000544       
0.8884     | 0.300288        | 0.300837        | 0.000549       
0.8964     | 0.300621        | 0.301171        | 0.000550       
0.9044     | 0.300955        | 0.301502        | 0.000547       
0.9124     | 0.301291        | 0.301830        | 0.000539       
0.9204     | 0.301628        | 0.302156        | 0.000527       
0.9284     | 0.301967        | 0.302478        | 0.000511       
0.9364     | 0.302308        | 0.302798        | 0.000490       
0.9444     | 0.302650        | 0.303115        | 0.000465       
0.9524     | 0.302994        | 0.303429        | 0.000436       
0.9604     | 0.303339        | 0.303740        | 0.000402       
0.9684     | 0.303685        | 0.304048        | 0.000363       
0.9764     | 0.304017        | 0.304353        | 0.000336       
0.9844     | 0.304344        | 0.304655        | 0.000311       
0.9924     | 0.304670        | 0.304954        | 0.000284       
1.0004     | 0.304994        | 0.305249        | 0.000255       
1.0084     | 0.305316        | 0.305542        | 0.000225       
1.0164     | 0.305637        | 0.305831        | 0.000194       
1.0244     | 0.305955        | 0.306117        | 0.000162       
1.0324     | 0.306272        | 0.306401        | 0.000129       
1.0404     | 0.306585        | 0.306680        | 0.000095       
1.0484     | 0.306897        | 0.306956        | 0.000060       
1.0564     | 0.307205        | 0.307230        | 0.000025       
1.0644     | 0.307510        | 0.307499        | 0.000011       
1.0724     | 0.307812        | 0.307766        | 0.000046       
1.0804     | 0.308110        | 0.308030        | 0.000081       
1.0884     | 0.308405        | 0.308290        | 0.000115       
1.0964     | 0.308696        | 0.308547        | 0.000149       
1.1044     | 0.308983        | 0.308801        | 0.000182       
1.1124     | 0.309265        | 0.309051        | 0.000214       
1.1204     | 0.309542        | 0.309299        | 0.000244       
1.1285     | 0.309815        | 0.309543        | 0.000272       
1.1365     | 0.310083        | 0.309784        | 0.000299       
1.1445     | 0.310345        | 0.310023        | 0.000322       
1.1525     | 0.310602        | 0.310258        | 0.000344       
1.1605     | 0.310852        | 0.310490        | 0.000362       
1.1685     | 0.311097        | 0.310719        | 0.000378       
1.1765     | 0.311335        | 0.310946        | 0.000389       
1.1845     | 0.311567        | 0.311170        | 0.000397       
1.1925     | 0.311801        | 0.311391        | 0.000410       
1.2005     | 0.312044        | 0.311609        | 0.000435       
1.2085     | 0.312284        | 0.311825        | 0.000458       
1.2165     | 0.312519        | 0.312039        | 0.000480       
1.2245     | 0.312750        | 0.312250        | 0.000499       
1.2325     | 0.312976        | 0.312460        | 0.000516       
1.2405     | 0.313198        | 0.312667        | 0.000531       
1.2485     | 0.313415        | 0.312873        | 0.000542       
1.2565     | 0.313628        | 0.313076        | 0.000551       
1.2645     | 0.313836        | 0.313278        | 0.000558       
1.2725     | 0.314039        | 0.313478        | 0.000561       
1.2805     | 0.314236        | 0.313676        | 0.000560       
1.2885     | 0.314429        | 0.313873        | 0.000556       
1.2965     | 0.314617        | 0.314068        | 0.000549       
1.3045     | 0.314799        | 0.314262        | 0.000537       
1.3125     | 0.314976        | 0.314455        | 0.000522       
1.3205     | 0.315148        | 0.314646        | 0.000502       
1.3285     | 0.315314        | 0.314836        | 0.000477       
1.3365     | 0.315474        | 0.315026        | 0.000448       
1.3445     | 0.315629        | 0.315215        | 0.000414       
1.3525     | 0.315777        | 0.315403        | 0.000374       
1.3605     | 0.315920        | 0.315590        | 0.000330       
1.3685     | 0.316057        | 0.315777        | 0.000280       
1.3766     | 0.316188        | 0.315964        | 0.000224       
1.3846     | 0.316312        | 0.316151        | 0.000162       
1.3926     | 0.316430        | 0.316337        | 0.000093       
1.4006     | 0.316542        | 0.316524        | 0.000018       
1.4086     | 0.316647        | 0.316711        | 0.000063       
1.4166     | 0.316803        | 0.316898        | 0.000095       
1.4246     | 0.316959        | 0.317085        | 0.000126       
1.4326     | 0.317117        | 0.317274        | 0.000157       
1.4406     | 0.317276        | 0.317464        | 0.000188       
1.4486     | 0.317438        | 0.317655        | 0.000217       
1.4566     | 0.317602        | 0.317848        | 0.000246       
1.4646     | 0.317768        | 0.318042        | 0.000274       
1.4726     | 0.317938        | 0.318238        | 0.000300       
1.4806     | 0.318111        | 0.318436        | 0.000324       
1.4886     | 0.318289        | 0.318635        | 0.000347       
1.4966     | 0.318471        | 0.318837        | 0.000367       
1.5046     | 0.318657        | 0.319042        | 0.000384       
1.5126     | 0.318849        | 0.319248        | 0.000399       
1.5206     | 0.319047        | 0.319458        | 0.000411       
1.5286     | 0.319251        | 0.319670        | 0.000419       
1.5366     | 0.319462        | 0.319885        | 0.000423       
1.5446     | 0.319680        | 0.320103        | 0.000423       
1.5526     | 0.319906        | 0.320324        | 0.000418       
1.5606     | 0.320140        | 0.320548        | 0.000408       
1.5686     | 0.320383        | 0.320776        | 0.000393       
1.5766     | 0.320635        | 0.321008        | 0.000373       
1.5846     | 0.320898        | 0.321244        | 0.000346       
1.5926     | 0.321170        | 0.321483        | 0.000313       
1.6006     | 0.321454        | 0.321727        | 0.000273       
1.6086     | 0.321749        | 0.321975        | 0.000225       
1.6166     | 0.322057        | 0.322227        | 0.000170       
1.6246     | 0.322377        | 0.322484        | 0.000107       
1.6327     | 0.322672        | 0.322745        | 0.000073       
1.6407     | 0.322946        | 0.323012        | 0.000066       
1.6487     | 0.323225        | 0.323283        | 0.000058       
1.6567     | 0.323510        | 0.323559        | 0.000050       
1.6647     | 0.323800        | 0.323841        | 0.000041       
1.6727     | 0.324095        | 0.324127        | 0.000032       
1.6807     | 0.324396        | 0.324418        | 0.000021       
1.6887     | 0.324703        | 0.324714        | 0.000011       
1.6967     | 0.325016        | 0.325016        | 0.000000       
1.7047     | 0.325334        | 0.325323        | 0.000012       
1.7127     | 0.325659        | 0.325635        | 0.000024       
1.7207     | 0.325990        | 0.325953        | 0.000037       
1.7287     | 0.326327        | 0.326277        | 0.000050       
1.7367     | 0.326670        | 0.326607        | 0.000064       
1.7447     | 0.327020        | 0.326942        | 0.000078       
1.7527     | 0.327376        | 0.327284        | 0.000092       
1.7607     | 0.327738        | 0.327631        | 0.000107       
1.7687     | 0.328108        | 0.327985        | 0.000123       
1.7767     | 0.328483        | 0.328345        | 0.000139       
1.7847     | 0.328866        | 0.328711        | 0.000155       
1.7927     | 0.329256        | 0.329084        | 0.000172       
1.8007     | 0.329652        | 0.329463        | 0.000189       
1.8087     | 0.330055        | 0.329848        | 0.000207       
1.8167     | 0.330465        | 0.330241        | 0.000225       
1.8247     | 0.330883        | 0.330640        | 0.000243       
1.8327     | 0.331307        | 0.331045        | 0.000262       
1.8407     | 0.331739        | 0.331458        | 0.000281       
1.8487     | 0.332176        | 0.331878        | 0.000299       
1.8567     | 0.332614        | 0.332304        | 0.000310       
1.8647     | 0.333057        | 0.332738        | 0.000320       
1.8727     | 0.333507        | 0.333178        | 0.000329       
1.8808     | 0.333963        | 0.333626        | 0.000337       
1.8888     | 0.334425        | 0.334081        | 0.000344       
1.8968     | 0.334894        | 0.334543        | 0.000350       
1.9048     | 0.335368        | 0.335013        | 0.000355       
1.9128     | 0.335848        | 0.335490        | 0.000358       
1.9208     | 0.336335        | 0.335974        | 0.000360       
1.9288     | 0.336827        | 0.336466        | 0.000361       
1.9368     | 0.337325        | 0.336965        | 0.000360       
1.9448     | 0.337829        | 0.337472        | 0.000357       
1.9528     | 0.338339        | 0.337986        | 0.000353       
1.9608     | 0.338855        | 0.338508        | 0.000346       
1.9688     | 0.339376        | 0.339038        | 0.000338       
1.9768     | 0.339903        | 0.339576        | 0.000327       
1.9848     | 0.340436        | 0.340122        | 0.000314       
1.9928     | 0.340974        | 0.340675        | 0.000298       

--- STATE: Lag ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.281201        | 0.281572        | 0.000371       
0.4082     | 0.286127        | 0.286292        | 0.000165       
0.4162     | 0.291030        | 0.291051        | 0.000022       
0.4242     | 0.295910        | 0.295838        | 0.000072       
0.4322     | 0.300767        | 0.300642        | 0.000125       
0.4402     | 0.305601        | 0.305453        | 0.000148       
0.4482     | 0.310413        | 0.310263        | 0.000150       
0.4562     | 0.315202        | 0.315065        | 0.000137       
0.4642     | 0.319970        | 0.319854        | 0.000116       
0.4722     | 0.324712        | 0.324625        | 0.000087       
0.4802     | 0.329432        | 0.329375        | 0.000057       
0.4882     | 0.334129        | 0.334101        | 0.000028       
0.4962     | 0.338804        | 0.338803        | 0.000002       
0.5042     | 0.343458        | 0.343478        | 0.000020       
0.5122     | 0.348089        | 0.348128        | 0.000038       
0.5202     | 0.352699        | 0.352752        | 0.000052       
0.5282     | 0.357288        | 0.357350        | 0.000062       
0.5362     | 0.361855        | 0.361924        | 0.000069       
0.5442     | 0.366401        | 0.366473        | 0.000072       
0.5522     | 0.370926        | 0.370999        | 0.000072       
0.5602     | 0.375431        | 0.375501        | 0.000071       
0.5682     | 0.379914        | 0.379981        | 0.000067       
0.5762     | 0.384377        | 0.384439        | 0.000062       
0.5842     | 0.388820        | 0.388876        | 0.000056       
0.5922     | 0.393242        | 0.393290        | 0.000048       
0.6002     | 0.397639        | 0.397684        | 0.000045       
0.6082     | 0.402016        | 0.402057        | 0.000041       
0.6162     | 0.406371        | 0.406409        | 0.000038       
0.6242     | 0.410706        | 0.410740        | 0.000034       
0.6323     | 0.415021        | 0.415050        | 0.000030       
0.6403     | 0.419315        | 0.419340        | 0.000025       
0.6483     | 0.423588        | 0.423609        | 0.000021       
0.6563     | 0.427841        | 0.427857        | 0.000016       
0.6643     | 0.432074        | 0.432085        | 0.000011       
0.6723     | 0.436287        | 0.436293        | 0.000005       
0.6803     | 0.440480        | 0.440480        | 0.000000       
0.6883     | 0.444654        | 0.444647        | 0.000006       
0.6963     | 0.448807        | 0.448794        | 0.000013       
0.7043     | 0.452941        | 0.452921        | 0.000019       
0.7123     | 0.457055        | 0.457028        | 0.000026       
0.7203     | 0.461148        | 0.461116        | 0.000032       
0.7283     | 0.465218        | 0.465183        | 0.000035       
0.7363     | 0.469268        | 0.469231        | 0.000037       
0.7443     | 0.473298        | 0.473258        | 0.000040       
0.7523     | 0.477308        | 0.477266        | 0.000042       
0.7603     | 0.481297        | 0.481253        | 0.000044       
0.7683     | 0.485267        | 0.485221        | 0.000046       
0.7763     | 0.489217        | 0.489169        | 0.000048       
0.7843     | 0.493146        | 0.493097        | 0.000049       
0.7923     | 0.497056        | 0.497005        | 0.000051       
0.8003     | 0.500946        | 0.500894        | 0.000053       
0.8083     | 0.504817        | 0.504763        | 0.000054       
0.8163     | 0.508667        | 0.508612        | 0.000055       
0.8243     | 0.512498        | 0.512442        | 0.000056       
0.8323     | 0.516309        | 0.516252        | 0.000057       
0.8403     | 0.520101        | 0.520043        | 0.000058       
0.8483     | 0.523872        | 0.523814        | 0.000057       
0.8563     | 0.527622        | 0.527567        | 0.000055       
0.8643     | 0.531352        | 0.531299        | 0.000053       
0.8723     | 0.535063        | 0.535012        | 0.000051       
0.8804     | 0.538753        | 0.538706        | 0.000047       
0.8884     | 0.542423        | 0.542380        | 0.000044       
0.8964     | 0.546074        | 0.546034        | 0.000040       
0.9044     | 0.549704        | 0.549668        | 0.000036       
0.9124     | 0.553315        | 0.553283        | 0.000032       
0.9204     | 0.556905        | 0.556879        | 0.000027       
0.9284     | 0.560476        | 0.560454        | 0.000021       
0.9364     | 0.564026        | 0.564010        | 0.000016       
0.9444     | 0.567556        | 0.567546        | 0.000010       
0.9524     | 0.571066        | 0.571062        | 0.000004       
0.9604     | 0.574557        | 0.574559        | 0.000002       
0.9684     | 0.578027        | 0.578035        | 0.000009       
0.9764     | 0.581480        | 0.581492        | 0.000012       
0.9844     | 0.584914        | 0.584928        | 0.000015       
0.9924     | 0.588328        | 0.588345        | 0.000018       
1.0004     | 0.591723        | 0.591743        | 0.000020       
1.0084     | 0.595098        | 0.595121        | 0.000023       
1.0164     | 0.598453        | 0.598479        | 0.000026       
1.0244     | 0.601788        | 0.601818        | 0.000029       
1.0324     | 0.605104        | 0.605137        | 0.000032       
1.0404     | 0.608401        | 0.608436        | 0.000035       
1.0484     | 0.611677        | 0.611715        | 0.000038       
1.0564     | 0.614934        | 0.614975        | 0.000041       
1.0644     | 0.618171        | 0.618215        | 0.000043       
1.0724     | 0.621389        | 0.621435        | 0.000046       
1.0804     | 0.624587        | 0.624635        | 0.000048       
1.0884     | 0.627765        | 0.627815        | 0.000050       
1.0964     | 0.630923        | 0.630975        | 0.000052       
1.1044     | 0.634061        | 0.634115        | 0.000054       
1.1124     | 0.637180        | 0.637236        | 0.000056       
1.1204     | 0.640279        | 0.640336        | 0.000057       
1.1285     | 0.643358        | 0.643416        | 0.000058       
1.1365     | 0.646417        | 0.646477        | 0.000060       
1.1445     | 0.649456        | 0.649517        | 0.000061       
1.1525     | 0.652476        | 0.652537        | 0.000062       
1.1605     | 0.655475        | 0.655538        | 0.000063       
1.1685     | 0.658455        | 0.658518        | 0.000063       
1.1765     | 0.661414        | 0.661478        | 0.000064       
1.1845     | 0.664354        | 0.664419        | 0.000065       
1.1925     | 0.667276        | 0.667339        | 0.000063       
1.2005     | 0.670183        | 0.670240        | 0.000057       
1.2085     | 0.673071        | 0.673121        | 0.000050       
1.2165     | 0.675940        | 0.675983        | 0.000043       
1.2245     | 0.678790        | 0.678827        | 0.000036       
1.2325     | 0.681621        | 0.681651        | 0.000030       
1.2405     | 0.684433        | 0.684456        | 0.000023       
1.2485     | 0.687226        | 0.687243        | 0.000017       
1.2565     | 0.690000        | 0.690011        | 0.000010       
1.2645     | 0.692755        | 0.692760        | 0.000004       
1.2725     | 0.695492        | 0.695490        | 0.000002       
1.2805     | 0.698209        | 0.698202        | 0.000007       
1.2885     | 0.700908        | 0.700895        | 0.000013       
1.2965     | 0.703588        | 0.703569        | 0.000018       
1.3045     | 0.706249        | 0.706226        | 0.000023       
1.3125     | 0.708891        | 0.708863        | 0.000028       
1.3205     | 0.711514        | 0.711482        | 0.000032       
1.3285     | 0.714119        | 0.714083        | 0.000036       
1.3365     | 0.716706        | 0.716665        | 0.000040       
1.3445     | 0.719273        | 0.719230        | 0.000044       
1.3525     | 0.721822        | 0.721775        | 0.000047       
1.3605     | 0.724353        | 0.724303        | 0.000050       
1.3685     | 0.726865        | 0.726813        | 0.000052       
1.3766     | 0.729358        | 0.729304        | 0.000054       
1.3846     | 0.731833        | 0.731778        | 0.000055       
1.3926     | 0.734289        | 0.734233        | 0.000056       
1.4006     | 0.736728        | 0.736671        | 0.000057       
1.4086     | 0.739147        | 0.739091        | 0.000057       
1.4166     | 0.741552        | 0.741492        | 0.000060       
1.4246     | 0.743940        | 0.743877        | 0.000063       
1.4326     | 0.746310        | 0.746244        | 0.000066       
1.4406     | 0.748662        | 0.748594        | 0.000068       
1.4486     | 0.750996        | 0.750926        | 0.000070       
1.4566     | 0.753313        | 0.753242        | 0.000071       
1.4646     | 0.755613        | 0.755541        | 0.000072       
1.4726     | 0.757895        | 0.757823        | 0.000072       
1.4806     | 0.760159        | 0.760087        | 0.000072       
1.4886     | 0.762407        | 0.762336        | 0.000071       
1.4966     | 0.764637        | 0.764567        | 0.000070       
1.5046     | 0.766850        | 0.766782        | 0.000068       
1.5126     | 0.769046        | 0.768980        | 0.000066       
1.5206     | 0.771225        | 0.771161        | 0.000064       
1.5286     | 0.773387        | 0.773326        | 0.000061       
1.5366     | 0.775532        | 0.775474        | 0.000058       
1.5446     | 0.777660        | 0.777606        | 0.000054       
1.5526     | 0.779772        | 0.779722        | 0.000050       
1.5606     | 0.781867        | 0.781821        | 0.000046       
1.5686     | 0.783946        | 0.783904        | 0.000042       
1.5766     | 0.786008        | 0.785970        | 0.000038       
1.5846     | 0.788054        | 0.788021        | 0.000033       
1.5926     | 0.790083        | 0.790055        | 0.000028       
1.6006     | 0.792096        | 0.792073        | 0.000023       
1.6086     | 0.794093        | 0.794075        | 0.000018       
1.6166     | 0.796074        | 0.796062        | 0.000012       
1.6246     | 0.798039        | 0.798032        | 0.000007       
1.6327     | 0.799988        | 0.799987        | 0.000001       
1.6407     | 0.801921        | 0.801925        | 0.000005       
1.6487     | 0.803838        | 0.803848        | 0.000010       
1.6567     | 0.805740        | 0.805756        | 0.000016       
1.6647     | 0.807626        | 0.807647        | 0.000021       
1.6727     | 0.809496        | 0.809523        | 0.000027       
1.6807     | 0.811351        | 0.811383        | 0.000032       
1.6887     | 0.813191        | 0.813228        | 0.000037       
1.6967     | 0.815016        | 0.815058        | 0.000042       
1.7047     | 0.816825        | 0.816872        | 0.000046       
1.7127     | 0.818620        | 0.818670        | 0.000051       
1.7207     | 0.820399        | 0.820454        | 0.000055       
1.7287     | 0.822164        | 0.822222        | 0.000058       
1.7367     | 0.823914        | 0.823975        | 0.000062       
1.7447     | 0.825649        | 0.825713        | 0.000065       
1.7527     | 0.827369        | 0.827437        | 0.000067       
1.7607     | 0.829076        | 0.829145        | 0.000070       
1.7687     | 0.830767        | 0.830839        | 0.000071       
1.7767     | 0.832445        | 0.832518        | 0.000073       
1.7847     | 0.834108        | 0.834182        | 0.000074       
1.7927     | 0.835757        | 0.835832        | 0.000074       
1.8007     | 0.837393        | 0.837467        | 0.000074       
1.8087     | 0.839014        | 0.839088        | 0.000074       
1.8167     | 0.840622        | 0.840695        | 0.000073       
1.8247     | 0.842216        | 0.842287        | 0.000072       
1.8327     | 0.843796        | 0.843866        | 0.000070       
1.8407     | 0.845363        | 0.845430        | 0.000067       
1.8487     | 0.846916        | 0.846981        | 0.000065       
1.8567     | 0.848454        | 0.848518        | 0.000064       
1.8647     | 0.849979        | 0.850041        | 0.000062       
1.8727     | 0.851490        | 0.851550        | 0.000061       
1.8808     | 0.852987        | 0.853046        | 0.000059       
1.8888     | 0.854472        | 0.854528        | 0.000056       
1.8968     | 0.855943        | 0.855997        | 0.000053       
1.9048     | 0.857402        | 0.857452        | 0.000050       
1.9128     | 0.858847        | 0.858894        | 0.000047       
1.9208     | 0.860280        | 0.860323        | 0.000043       
1.9288     | 0.861700        | 0.861739        | 0.000039       
1.9368     | 0.863108        | 0.863142        | 0.000034       
1.9448     | 0.864502        | 0.864532        | 0.000030       
1.9528     | 0.865885        | 0.865910        | 0.000025       
1.9608     | 0.867255        | 0.867275        | 0.000020       
1.9688     | 0.868613        | 0.868627        | 0.000014       
1.9768     | 0.869958        | 0.869967        | 0.000009       
1.9848     | 0.871292        | 0.871295        | 0.000003       
1.9928     | 0.872614        | 0.872611        | 0.000003       

--- STATE: Fe_pool ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.100000        | 0.100952        | 0.000952       
0.4082     | 0.100000        | 0.100808        | 0.000808       
0.4162     | 0.100000        | 0.100645        | 0.000645       
0.4242     | 0.100000        | 0.100473        | 0.000473       
0.4322     | 0.100000        | 0.100301        | 0.000301       
0.4402     | 0.100000        | 0.100137        | 0.000137       
